V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Actual,Predicted
-1.2721170378153,1.82761538129723,-3.81060977838022,0.583759429066067,-0.641241659911406,-1.38904348579078,-1.95405395436729,1.17391997369635,-2.05319134425828,-3.34506130667145,2.37640423683332,-2.53805206931871,-0.0904541466730078,-2.42616754529086,-1.61864781114481,-3.51594398365266,-6.19900773693385,-2.41060577215255,0.760435151630973,-0.0272684521661314,0.858998001255691,0.858774883586953,0.0830791493463243,0.741676007542821,-0.173233871025323,0.534870071750152,0.183562195629891,0.0203162223012201,-0.3501908474594307,0,1
1.10039025334198,0.913562437979493,-0.131077348848477,3.05131280003778,0.394822262589236,-0.0921668440914042,0.0239665241193133,0.0984495998390939,-0.343247104021084,-0.600671433429794,0.0330380700748851,-0.102407371980374,-0.0239018855771527,-2.84569818231441,-0.406291157961268,0.633638356214294,2.14418840632284,0.147553075114001,-1.36716501982116,-0.121134446564802,-0.195011435834689,-0.289543909529234,-0.0913706524147635,-0.117882966676379,0.564196880934162,0.10769198938989,0.0590259613025682,0.0747071855268534,-0.3492313067728856,0,1
-17.9506309618309,11.0670686608049,-20.7426595223452,6.07553050760549,-13.3897649672385,-4.53288835377002,-15.1881457975285,12.1010620553144,-4.02687989330881,-9.01741297442937,6.07064975176212,-8.56786450085983,-0.0019002661806679,-9.30123300164911,0.0197959820179134,-7.35212004645984,-13.923225303931,-4.98830380644959,1.34765631107896,1.71290938237055,1.7971341252338,-1.27567465936041,-0.705045810296498,0.102039840024336,1.17747721389029,-0.23873007615266,1.55446335204436,0.547947820129286,-0.3492313067728856,0,1
-3.14111481773954,2.01415371220239,-0.610409333608785,5.94665882891274,-1.86853400723498,0.756736892240363,-3.31384231234087,0.227978180993546,-0.937893804373359,-0.976491830527394,3.05059933586094,-6.93060548542287,0.118404517784811,-1.93153624243992,-0.569346542650597,-2.97608410042903,-5.39670175532831,-0.780562802876565,1.90655751088489,-0.563324498132998,1.40851107190565,0.800388799848745,0.514926320421351,-0.0493729777268121,-0.510364292608872,0.44258323685501,-0.165736839205461,0.6827840274271,-0.1712764902807072,0,1
1.90217893070565,1.02571153454588,-2.0582182326194,4.02685459131389,1.42052951740735,0.39818410980426,0.107490298597086,0.167952623147283,-0.937790614067493,0.280431207392426,0.580380787047222,-0.433559542588084,-0.633864151178143,-2.92966977536362,-1.78887422541032,1.84881165962884,1.46715603341544,1.59505698207938,-1.30547084065824,-0.195056529637613,-0.0926324280570277,-0.1299872004648,-0.0007840313452325,-0.0900336172422321,0.184272571409707,0.0799793061137773,0.0005186621849183,0.007968063319345,-0.3501908474594307,0,1
-2.69025134631306,1.46526579377411,-0.691843550525963,4.32285538526228,-1.08687996001749,0.0635848279443602,-2.96687236563346,-0.0596455164754202,-0.0908270766693011,-1.29198032949673,2.96959875104349,-6.83563422212435,-0.2260370795626,-2.48469473267157,-2.20747444431277,-1.88301618113705,-6.67544865157052,-1.27362495266446,-1.16124521295349,-0.632750009970858,1.21139044769588,0.259111530727621,0.610188138078303,-0.119366124343422,0.0280773450822935,-0.0440738416576178,0.0056137978209849,0.557188798704771,-0.35322939296682354,0,1
1.26163005362506,2.79777875049187,-5.45866348711215,3.84487992779193,5.43505145935801,1.84439548920885,1.20339357299861,0.323753039180999,-1.41610141847888,-2.33200178200176,2.93493522043497,-4.76117455133411,0.838488989171312,-5.82201028919198,-0.430797514194213,2.92685640675529,6.35141317868259,3.6597931296207,-2.36761785830061,0.104954681172006,-0.398608511213986,-0.972494080448588,-0.592695842871684,0.28091097627631,1.57241426017168,0.491743942038533,-0.0255728829691225,0.152649854199328,-0.3492313067728856,0,1
1.08594135471201,0.879976384178893,-0.0075462655778966,3.03789909048213,0.121623219431483,-0.365970430924909,-0.0312534680104465,0.122723128030951,-0.536382398800594,-0.373097399617509,1.60588693998672,0.298533714821922,-0.631380974049249,-2.56434528965277,-1.317916903081,1.0869915733045,1.71796494479531,1.08771655683495,-0.792483509464041,-0.117370228530085,-0.163396006850547,-0.295544640468612,-0.102110590541341,0.329749004838956,0.562622758381893,0.0496219967306018,0.0356765980839813,0.0689140317805304,-0.3492313067728856,0,1
-5.34555818470053,5.11687488641229,-9.2700554453633,4.15176606511095,-4.83925826657473,-3.00170504839428,-5.98250522069266,3.89278125348395,-2.58795866504663,-6.62498180714501,3.54637672033364,-7.36777215824865,-1.05147094140971,-8.77793381230721,0.998339064959253,-4.9065289786993,-8.1257673941744,-2.64469700705271,0.834800945433661,0.812660485845997,0.902817378068229,-0.491615505311445,0.217217962021123,-0.0658999449397152,0.197833954149528,-0.277323429665531,1.24247170113998,0.28189336739507,0.006558383625653047,0,1
1.46144334475049,-0.582644854337269,-2.29766547636583,1.08919034508748,0.0540963952504234,-1.34945257230179,0.724947362444376,-0.429394501109443,0.788068488679763,-1.16222343351033,-0.304325295535524,0.29821688862412,0.052674856973426,-1.96030940203148,-0.192126956637008,0.0390976250243389,1.57692627824819,0.411400053347003,-0.177225202530695,0.407291392152292,0.0085768596642422,-0.314868240560649,-0.188230020570756,-0.0986292773717315,0.0846870154226289,-0.328303186669556,-0.0364565235953133,0.0419366973101807,0.8310437185395383,0,1
